timestamp,adx_centered,atr_expansion,atr_pct,bb_position,ema21_50_ratio,ema9_21_ratio,ema9_dist,keltner_pos,log_return_1,log_return_20,log_return_5,macd_signal_dist,rsi_centered,session_cos,session_sin,stoch_centered,supertrend_dist,wick_body_ratio,label,barrier_distance
2026-04-17 19:00:00+00:00,0.28104765916285773,0.9188118811699245,0.0018867219606963355,0.1783036115341971,0.003033945493295275,0.0005234190233054449,-0.0009663129109270386,0.42162838087755256,-0.000700270332953986,-0.0001027370073612889,-0.0015679250608265777,-0.3278722030496027,-0.2767586702942529,0.2588190451025203,-0.9659258262890684,-0.5912897822472946,1.0485148514644003,2.052631578839335,1,60.599999999999994
2026-04-17 19:15:00+00:00,0.20903030818482848,0.8250911743084591,0.001828475403604869,0.2293045431363525,0.0029163140666626677,0.0004223055660288099,-0.00039237658256559814,0.5054257214770941,0.00047623717510974454,0.0014574402086541213,0.0003921788385745884,-0.32487598231676473,-0.12361227717672747,0.3214394653031615,-0.9469301294951057,-0.4204355108916553,1.3417943106947121,2.645833333112847,1,58.75714285714285
2026-04-17 19:30:00+00:00,0.13710748041579635,0.8251411366028575,0.0017688380923975918,0.5765458669613396,0.0028896074967008903,0.0005233178061512222,0.001022193808735772,0.7908990527993768,0.0016697064170483784,-0.00031683611451225057,0.0014550069721086338,-0.2569858180146395,0.26380774938119345,0.38268343236508917,-0.923879532511287,0.1792294807291175,2.327888596112036,1.1117318435505759,-1,56.93571428571428
2026-04-17 19:45:00+00:00,0.07354640640547146,0.8618602913529085,0.0017818869230666163,0.6073193964866723,0.0028636683557019685,0.0006035139617226764,0.0009369558464886404,0.7878342275794488,0.00014911185280458024,9.318839431752617e-06,0.0007924115360919909,-0.19508599242121608,0.2911174440500719,0.442288690219001,-0.8968727415326884,0.23283082076225925,2.394172581197597,7.94999999841,-1,57.364285714285714
2026-04-17 20:00:00+00:00,0.027086457253974173,0.764888384395447,0.0017584198571707346,0.6952320089490659,0.002855386009454423,0.0007027215425955694,0.0011298085844987796,0.8468965112742317,0.0004751456969920268,0.0007174637499407026,0.002069930809000869,-0.1389954769865655,0.3824009714346508,0.5000000000000001,-0.8660254037844386,0.4251700680175159,2.69511918268979,1.5576923075724851,-1,56.63571428571428
2026-04-17 20:15:00+00:00,-0.024126326838207604,0.722512296617306,0.0017597639266371539,0.5488950958783761,0.002798352929610084,0.0006786363030351385,0.00029211257039293603,0.6837377679059202,-0.0007640701079884303,-0.000838582286107043,0.0020061310339664004,-0.12945857137537817,0.09818560212689548,0.5555702330196018,-0.8314696123025455,0.1887125220374695,2.2607642829638435,1.3647058822887197,-1,56.63571428571428
2026-04-17 20:30:00+00:00,-0.07153956967284643,0.7343523732738843,0.0016545052323893741,0.6334781217395166,0.002761222372131945,0.0006965815099163397,0.000584195084762041,0.75778989757401,0.0004380140327711608,0.0005219109514731168,0.0019679078916279734,-0.11404544541213767,0.21396921638638772,0.6087614290087199,-0.7933533402912357,0.7258426966137003,2.4863234110461647,2.1555555553639505,-1,53.27142857142857
2026-04-17 20:45:00+00:00,-0.11284805768887622,0.7006610009257617,0.0014099058198888059,0.5793373617815256,0.0027073386993132463,0.0006725401232560516,0.0002883365625362238,0.7270004658632495,-0.00022364276888414981,0.0007738170541966646,7.455870569547942e-05,-0.12737516517914768,0.12201884540534877,0.6593458151000691,-0.7518398074789772,0.5642458100383883,2.3491973559340718,3.499999999363636,-1,45.38571428571428
2026-04-19 22:00:00+00:00,-0.03738083622870448,1.2205385996163916,0.0018685932746744186,-0.36550116559960283,0.002243743516638866,-0.00021513679106902975,-0.006065390864443097,-0.6272116903134428,-0.00788735429075559,-0.008725756903514993,-0.007961907437864794,-0.36482181179618367,-0.7406106475756169,0.8660254037844384,-0.5000000000000004,-1.0,-3.4152962297338108,1.4166666666076388,1,59.67857142857142
2026-04-19 22:15:00+00:00,0.03510279194135166,1.2832487309384113,0.001849904218157163,-0.13642474258907322,0.0018466607235462396,-0.000823959329215867,-0.004611143553068767,-0.484008358337627,0.000309930455965443,-0.008713755840487605,-0.008127122678891372,-0.5128808349507384,-0.6775027418641395,0.8968727415326883,-0.4422886902190014,-0.8753959873289319,-3.057360406029307,3.969696969215794,1,59.099999999999994
